text,isAbuse
그래도 안 된 다 너희가 뿌린 것은 너희가 거둬라,0
삼보일배도 하잖아요,0
좆냥이 주인 쉑덜 왜집사 집 사 ㅇㅈㄹ,1
삼전 임원 개 많노,0
이국말고 러시아에 돌고래 수용소로 이감,1
나라골라서 이민가게,0
진짜 우리색시랑 똑같습니다ㅎ 동지 발견이네요 ㅣㅎㅎ 우리 더 열심히 해서 건강하고 부자됩시다요,0
짤방팩트 폭력 ㅆㅅㅌㅊㅠㅠ,0
내가 저영상 봤는데 그렇게 진지하게 조언하는 말이 아니었음,0
환율 시세로 살거면 은행가서 사지 왜씨 발 중고나라에서 돈을 사고자 빠짐,1
고생했다 ㅇㅂ,0
덕분에 좆 중딩 20대까지 클론ㅋㅋ,1
응일 베개 새끼,1
멍청한 년,1
신먼 신아그신,0
유시민과 관련된 구린 것도 없애버리네 저 미친 시발새 키가,1
기다려보죠,0
느그 할배 그러나 보다 ㅋㅋ,1
고양이 영물이 네ㅋㅋ,0
구미냐,0
삼촌이랑 비밀동지할래,0
지금은 비록 보잘것 없을지 모르지만 목표를 잃지 않는다면 가치 있는 인간이 될 수 있을 거다,0
저건 중국이 아니라 몽골임,0
거기 조선인들 스탈린이 강제 이주시 켯고,0
저걸히 죽거리며 얘기하노씨 발 새끼,1
개념 제대로 박힌 판사한테 양심도 없다고 욕이나 한 바가지 듣길,0
난 23살 98년생부터 저런 생각햇다는 거부터가 대단하다고 보는 데,0
병신 조선처럼 인터넷 검열 통제 안 하는 점도 있음,1
대변이 대검을 통해 나오니 대검은 똥구멍인 가변기인가,0
제발 대한민국 식민지 삼아주세요ㅠㅠ,0
똑같네 추천,0
지금 너 혼자 울분을 토해도 이미 김치국은 망하기 전까지는 그대로 있는 거 퍼먹기로 정해졌다,1
ㅇㅇ 동탄아지매 2명이랑 만나봤지 뇌가 없는 대신 이쁘다,1
한다나도 저새 ㅈㄴ어서,1
503이 무능해서 그럼,0
당연한 결과,0
가이드가 눈 탱이를 쳤는지 말았는지 확인도 못하잖아,0
이분 일상에서 하고 싶은 말 전부 입밖에 내신답니다오,0
최소 형량무기,0
통수쳐서 300인가 받았는데 개꿀어차피 볼 일도 만날 일도 없음 ㅇㅅㅇ,0
이래야지,0
456으로 끝낫어야 할 영화존 나지겹노,1
한 걸레는 가난한 좃쭝똥일 뿐입니다,1
이야내가 그 중 1명이 다 ㅋㅋ,0
진라면 광고 ㄷㄷㄷ,0
털이 저래 존 나 많은데 추위 많이 타기는 따뜻한 거 좋아하고 존 나게 을러서 저럼,0
엉금엉금 기어서가 자 악어떼가 나온 다 악어떼,0
11224594279,0
존 나징징대서 싫음,1
내려서 존 나자연스럽게 트렁크에서 드라이 타올 꺼내면 10만베,0
찢어 벌라 벌라딱 말투가 그짝이네ㅋㅋ,1
그냥 분리해,0
삼국시대는 빨아도 됨,0
아안돼 빠져나가면 안 돼 예지 눈나 이번 기회에 완전 묻어버려야 한다구,0
언더아머르까프급이었던 걸 이렇게까지 만들어줬는데 쥐뿔 만큼 주노,0
그냥 사람 안 들어오는 페이지 링크 주소 하나 범인한 테텔레그램으로 보내서,0
짱깨새끼들 때문에 지금 전 세계 경제가 초토화인데 코로나 끝나고 어떻해 나오나 보자 썅 것들,1
돈으로 투표함 바꿔치기하고 선관위 돈으로 매수하면 그냥 민주당 세상이 네뭣 하러 선거하냐,0
가만 보면 그룹 내에서 존재감 제일 없는 새끼들이 꼭 저렇게 파토 내더라,1
ㅇㅇ 내 말이 그 말 임 결국 적게 벌면 적게 버는 대로 스트레스일거고 그들처럼 돈이 많아서 걱정 안 해도 되는 상황이어도 다른 쪽으로 스트레스가 있을 거임 아이유 팬은 아니지만 어린 나이부터 성공한 연예인 치고 멘탈이 정말 강한 사람 같은데 그런 사람 정도 되면 버텨내는 거지,0
아잰데모름,0
썅 것들은 오래오래 살려두고,1
미친년이 네ㅋㅋㅋ 손봐라 ㅆㅂ 외모도 보이네,1
와 그래도 음성 들어보니 엄청차분하신 거같네요,0
일반적으로 남자가 저런 상황에 처하는 데 정작 자기가쳐해보니 ㅈ다 이거지 저러고도 평균 남자들이 해 못하면 공감능력제로라는 소리,1
도시들다 보여서,0
신생아티나는 아기는 밤낮없이 한두 시간마다 계속 울고,0
뷔스트 호프 아님슌,0
말도 안 되는 개소리 임 여자가 하는 말 잘 들어보면 90가 쓸데없는 잡소리 임 즉 위짤 같은 애한테 분노할 필요가 없다는 말임,1
얘는 진짜 줏어들은 소리로 십 년 전 이야기를 하노,1
똑 떨어져라 시벌련,1
만박할 게 ㅋㅋ,0
설레발 칠만하지 3쿼터까진 무난하다가 4쿼터에 뉴욕 닉스 40점을 넣을지 누가 알았겠냐 ㅋㅋ,0
아직도 씨를 말려야 할 정도의 머리를 가지고 댓글다는 분들이 있네,1
구울들 일어날 시간이 ㅋㅋ,0
반일반북,0
다음 난쟁이님 들어 오세요,0
반응은 어떠냐,0
여초년들 물타기에 넘어간 새끼들이 몇몇 보이네,1
진짜 검사 네 멋지다,0
씽크로율 ㅋㅋ,0
보잘 알ㅇㅈㅋ,1
백인 황인흑인 구분은 외모로 하는 게 아니라고 인류학이나 유전공학이 미발달했던 1920세기에 나 당장 눈에 드러나는 특징인 외모로 구분했던 거지 핀란드 헝가리 인도 황인에 속하는 거 알면 기절하겟 네이 친구 ㅋㅋㅋ,0
너무 하노,0
인간 자체에 환멸이 난 다 씨 발 꺼ㅋㅋㅋ,1
ㅋㅋ 진중권 진짜 드립력이 고급지다 ㅋㅋ 중권 수업청 강해보고 싶음 ㅋㅋ,0
여친 먹는 거 한 입 먹어밨는데 좀 국물은 갠탆앗음,0
부모님 집서초인데 전 16후 21 현재 개꿀띠,0
ㅇㅇ옛날처럼 깡패정국이 아닌 이상 불체포특권도 없애야지,0
호주,0
이게 진실임,0
존 나 귀여워,1
ㅋㅋ 침부터 ㅋㅋ,0
후자는 좆 같아서 자퇴 공부 존 나빡세게 해서 재수능 네임드 대 입학하는 거,1
고수들은 오히려 차분히 대응 중 임빠질 수 있다면 오를 수도 있다는 이야기니까 포트 정리하고 아무것도 안 하더라 지금 같은 장에서는 버티는 것도 내 공임,0
국격이 어마어마하게 상승함,0
모유수유 브라질리언왁싱,0
저재활용 쓰레기통은 대구가 아니라 홍대에 설치했어야지,0
그럼 마리아 보지가 스타게이트였노,1
니가기자냐 창작 소설가냐,0
붕신 새끼 ㅋㅋ 또 결혼 못해서 안달 낫 네ㅋㅋ,1
내 컨트리맨도 별이 다섯 개,0
업체 이름이니셜 좀,0
7080년대 한국복싱 일본 복싱 2000년대 일본 복싱 한국복싱,0
너도 위대해지고 싶으면 니애미 젖탱이나 주무르던지,1
제사는 더 병신 같은 유교에서 시키는 건데,1
돈은 누가 내고 피해보는 직원들은 누가 책임지고 꼬우먼지가 병원파서 적자 보면서 치료해 라ㅉㅉ,1
홍어자 슥 조용히 분탕치면 내가 가만히 놔둘 거 같았노 홍어야 아쉽지만 우리 같은 엘리트들에게 딱 걸렸노이기야너 신고됐으니 밴 먹기 전 남은 시간 동안 어디 마음껏 짖어보려 무나ㅎㅎ,1
메이웨더는 순깜둥이인데 잘생긴 편이고 목소리도 ㅈㄴ 멋짐 자기 직업벌이에 프라이드도 높은 편이고 무엇보다 엄청 노력하는 편이지 그래서 멋있음,1
애들 학교 다닐 땐 외식도 많이 하고 한 끼만 떼우자 개념으로 라면도 가끔 먹었는데 온 가족이 집에만 있으니 삼시세끼 꼬박하게 되네요,0
전부 러시아임,0
아이디 걸어라씨발,1
우파 성향 남자가 최하위 계층이 노ㅅㅂㅠ,1
전라도가 많으면 동네 물나빠지는 거씹 팩트인데,0
쟤가 누군지도 모른는데 아이디를 왜 바꾸노 단두 줄 적었는데 팩 폭쳐맞고 뜨끔했는지 댓글을 두 개 나 처달며 장황하게 개소리지껄이는 거 보니 아주 뇌내 망상제대로 걸린 홍어틀 딱이신 듯 홍 딱 어르신 자꾸 홍들 홍들거리시면 심근경색으로 착한 홍어될 수 있으셔요,1
지금은 3년 반 동안 애기가 양육되는 시기야,0
정은이한테 꿈 깨라고 전해라ㅋㅋ 그럴 일 없다 미국이 미쳤다고 우리 받아 주노,1
그럼 대충 운띄워 보세요 포항지열발전으로 인한 지진이라던가 사기 친거 같은 것들,0
좆까,1
그런 개미들 많음 배당만 받고 튈려는 애들 근데 삼전은 배당일 지나도 안 빠짐,0
조 잘 알,0
이나 동우 생각 중 ㅋㅋㅋ,0
앱 등이 새끼들 아닥하노,1
킹덤이 진짜 잘나가는 곳은 미국 임미국에서 진짜 잘나 감순위는 낮아도 수익은 높을 걸,0
사법부가 썩었다 이거 완죤좌 빨씹새들하고 똑같네 진짜 허경영이 답이다,1
민폐존 나심하네ㅜ와,1
하루 종일 방구석에서 일베연돈줄 서면서 일베 뭐가 더 나음,0
대체 뭐하는 곳인지도 모르겠음,0
복싱에서 발쓰냐,0
시벌ㅠ,1
당근 아니노,0
저런 지지지자 간 수 안하는 새퀴도 욕쳐 먹어도 싸,1
허니버터 2,0
그게 너잖아,0
이래도 찍어준다니 할 말이 없다,0
왓 능가,0
그게 다 남부 유럽 대표 감성충들인 이탈리아 스페인애들이 이민 많이 가서 그래 신 대륙에 산업시설은커녕 허허벌판 밖에 없는데가서 노조 질부터 하고 분탕치고 댕김,0
바디는 노예계약 당함주급이 왜 그렇게나 짜ㄷㄷ,0
저 사람 완치됐고 문제는 티그가 아닌 씨오투용 접사였는데 마스크 따위 일절 안 쓰고 하다가 저지경된 거 ㅋㅋㅋ 요즘 마스크조 올라 좋지 짱 깨발문세먼지도 확실히 ㅁㅈㅎ 켜주고,1
조선시대 노비는 재산목록으로 들어갔었다니까 어디에 사는 김대감은 노비를 인간으로 생각했어요라는 걸 말하는 게 아니라 제도적으로 노비는 인간 취급을 받지 못했다고 이해 안 되냐,0
아니 야 재벌 2세도 아니고 학원 강사 따위를 누가 질투를 하냐 ㅋㅋㅋㅋㅋㅋ 그것 때문은 아니고 지금 안 그래도 경기 어려워서 취업난인데 7등급은 용접 공 같은 노가다 나 뛰어라 하면서 노가다 비하해 봐라 ㅋㅋ씨 발누구나 다 화나 지ㅋㅋ지는 스타강사니까 저딴말을 편하게도 하네 씨 발년이 이런 말 나오는 거지 걍정 내미가 뚝 떨어짐,1
그렇게 나라가 더욱 암울한 시대에 접어들죠,0
요즘 보험사들 왜 케 개소리를 잘한데요,1
ㄹㅇ시 발 그냥 다른 진로 생각해보세요라고만 했어도 욕안처 먹었지,1
11226094274,0
대통은 노무현처럼 자살해도 기소권 계속 유지하게끔 법을 바꿔야 함,0
같은 옷을 입어도 옷맵시부터가 다르다는 걸 느낀딘,0
루스츠에서 팬션한 다익이야,0
진심 2초 만에 해석했다 참고로 영어 5등급,0
영양제를 인공으로 만드는 거 자체가 천연이 아니야,0
일베벌레들은 일베인 거들키는 놈은 버림ㅋㅋ,1
비난의 댓글엔 어김없는 작성자의 티나는 비추1,0
폴란드 남자 평균 키 172로 상당히 큰 편임,0
처음부터 개척 영업을 하면서 자기 자신만의 시장을 만들어가면 충분히 롱런이 가능한데 대신 초기 6개월 정도는 맨땅에 해딩해야 하고 실적이 없을 경우 갈굼을 견뎌야 함,0
니 수준이 딱 일베표본이지,1
토론에서 지면 현피를 뜨는 지능 수준 잘 알았다 ㅋㅋ,1
남자였어,0
일본어는 네이티브 정도는 아니지만 회화는 꽤나 할 수 있다고 자부함,0
니가조커 해라,0
매도 실패 개 빢ㅋㅋ,1
빨렙들이 퍼오는 정치 글들 제목 보기만 해도 역겨움,1
몇 년도부터 이렇게 해준 거냐,0
이럴 수가,0
나도 고딩 때 여친이랑 헤어지고 천일 동안 들으며 울어버렸었는데 한때 팬이었던 거후 회주 ㅇㅇㅂ,0
상속포기 각서 법원 제출하는 거 있음 사망 후에 일정 기간 내에 법원 제출해야 댐 기간 내에 제출 안 하면 바로 빛다 배우자나 자식들한테 가버린다,0
휴거는 내가 알기로는,0
대검찰청에서 일반인 대변도 해주나 골 때 리네,0
그냥 돈 더 보태서 보잉 747사자,0
한가인,0
모자리크해라ㅛㅣ발,1
노가다 일베충 새끼들 ㅂㄷㅂㄷ는 거 보ㅋㅋ러니까 공부 좀 하지 그랬노ㅋㅋ,1
학식충들글특,0
니가사는 건물 조선산업 제조업 수출산업 자동차산업용접 없이 가능함,0
존 버하면 되지 ㅋㅋ,1
수학 7등급 집단이 아닐까 주예지쌤이 그랬어,0
아밑에 글도구라다 저기 보신탕 집안다,0
후장에 자리 남을까 생각하는 건 듯,0
분당에서 젤놀게 많긴 하지만,0
탈김치는 개뿔김치 성형녀구만,1
흐미이게 얼마야,0
칼쓰는 애고르는 법일 걸,0
댓글 다달아 주노,0
ㄹㅇ 보쌈대자시켜 먹음ㅂㅅ,1
그 파도에 쓰레기 같은 부산물도 같이 떠밀려오지만,1
북한 새끼들도 도망치는 게시베리아인데 ㅋㅋ,1
재는 그래도 돈 좀 벌지 않았냐,0
아니 한예슬맞냐 너무 늙었는데,0
불편한 이질적 이견을 제시한 겁니다,0
뭐라고 갈 궜길래 비행기 뚜껑이 열렸냐,0
보수가 또 주작을 주작이 없으면 일베를 못 와 요 문재인 되고 부동산 시대 저물었다고 집 팔았다 ㅋㅋ 망상해서 일베오니 좋겠네ㅋㅋㅋ,1
월 2천이면 상위 몇냐,0
못 배웠으니 저러지 쯧쯧 수준 알만하다,1
ㅋㅋ 훨낫네,0
그러니까 니가 큰 나무에는 못 쓰니까 쓸모없다면서요,0
여긴 진짜 신기하게 특출난 메인보컬이 없다 다들와 꾸딸려도메인 하니씩은 꼭 집어넣는데 지효 빼면 다 심각한 수준이던 데,1
ㅋㅋ 여자는 칭찬해주고도 맞았네 ㅋㅋ,0
일본이 대구하네요,0
ㅗㅜㅑ,0
요즘 중국인들이 들어오긴 한다지만 이건 잘 모르겠고 수요 없어지면 조만간이다,0
비하는 맞지근 데 이 정도로 난리치는 거엔 공감이 안감,0
누가 안전 밸트 매지 말래풉킥킼ㅣ,0
제발 집행유예로 끝나지 말기를,0
도태남,0
나중에 병원에서 돈 다 쓰고 뒤진다,1
길가다짱 깨어 떠드는 좆선족들 배에 칼 침 놔줘라,1
므ㅓㄴ씨 벌ㅋㅋ,1
자연의 기본섭리를 거스르지마,0
이제 남성도 성인지 감수성에 대해 자각하고,0
내가 반일 빨간 약 먹은 걔기가 연대 출신 사회학 교 수 수업 듣고부터였는데 ㅋㅋㅋ 성향은 좌빨이긴 한데 식민사회연구하면서 조선은 식민지 중에선 사정이 엄청 좋은 편이었고 일본이 조선에 돈 갖다 붓기만 했다 한국의 민족주의 같은 정신적인 것부터 경제개발까지 일본 영향 안받은 게 없다고 하드라고 하긴 팩트를 알면 어쩔 수가 없지,1
ㄹㅇ,0
펨코에서 일본 존 나빠는 새끼들도 일본 살다 보면 아 한국이 그립구나 할 텐데,1
산성비가 뭐야 그럼,0
넌직책이 뭐냐,0
황모 씨 진급도 하셔서 살림살이 좀 나아지셨나 봐 ㅎㅎ,0
지금 여자친구랑 결혼할 거라서 ㅇㅇ,0
ㅅㅂ 언덕이 70도는 되보임ㅋㅋㅋ,1
병신 새끼 사표 쓰고 나와서 하나 생기면 그 자리는 또 시체 팔이 민주팔이 씹새끼들한테 줄 서기 바쁜 무능한 개새끼가 앉을 게 뻔한데 문가 새끼 좋은 일 해놓고 뭐 잘했다고 어휴 검사라는 새끼가 생각이 저래 짧아 갖고 ㅉㅉ,1
ㅇㅇ 알로 김치 유행 ㅋㅋ,0
그럼 본인이 리필을 좀 하지,0
존 나띨띨해 보이노,1
ㄹㅇㅋㅋ,0
초 1초2 때라 기억은 잘 안 나는데 문방구에 빨간 마스크 시리즈 수첩으로 파란 마스크 노란 마스크 짭퉁 만 들어내기도 했ㅋㅋ,0
